runtime,rating_G,rating_NR,rating_PG,rating_PG13,rating_R,rating_NC17,genre_action,genre_animation,genre_foreign,genre_classics,genre_comedy,genre_documentary,genre_drama,genre_horror,genre_family,genre_mystery,genre_romance,genre_fantasy,director_score,writer_score,actor_score,studio_score,in_theater,theater_spring,theater_summer,theater_fall,theater_winter,theater_year,is_wide
115,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,48.0,48.0,48.9,3,1,0,0,1,0,2009.0,1.0
80,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,92.0,100.0,85.5,0,0,0,0,0,0,,
87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,92.0,92.0,75.0,0,0,0,0,0,0,,
87,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.0,53.0,47.7,0,1,0,1,0,0,1997.0,1.0
126,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,88.0,50.0,57.8,0,1,0,0,0,1,1992.0,1.0
120,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,62.0,16.5,48.45,3,1,0,1,0,0,1983.0,1.0
94,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,83.0,71.0,76.1,1,1,0,0,1,0,2013.0,0.0
118,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,77.0,75.0,46.4,0,1,0,0,1,0,1983.0,1.0
138,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,66.0,59.0,60.4,2,1,0,1,0,0,2007.0,1.0
92,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,33.0,33.0,49.4,0,0,0,0,0,0,,
91,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,25.0,57.0,42.8,0,1,0,1,0,0,1997.0,1.0
124,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,65.5,65.0,50.05,3,1,1,0,0,0,2002.0,1.0
105,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96.0,63.0,75.5,0,1,0,0,1,0,2008.0,1.0
117,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,76.0,66.0,64.7,0,1,0,0,1,0,1996.0,1.0
115,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,73.0,73.0,56.9,3,1,0,0,1,0,2000.0,0.0
95,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,14.5,39.0,21.6,0,1,0,0,0,1,1999.0,1.0
100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,45.0,45.0,37.75,0,1,0,1,0,0,2017.0,0.0
93,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,71.0,38.5,42.6,3,1,0,0,0,1,2015.0,1.0
101,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,24.0,39.0,50.6,3,1,0,0,0,1,2007.0,1.0
91,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,87.5,87.5,75.15,0,1,0,0,0,1,1980.0,1.0
97,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,24.5,3.0,47.9,2,1,1,0,0,0,2002.0,1.0
85,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,59.0,68.5,59.95,1,1,0,0,0,1,2018.0,0.0
99,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,72.5,72.5,57.8,0,1,0,0,1,0,1992.0,1.0
93,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100.0,100.0,0.0,2,1,0,1,0,0,2010.0,0.0
109,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,74.0,74.5,53.95,0,1,0,0,0,1,1974.0,1.0
118,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,59.0,64.5,65.25,3,1,0,1,0,0,2018.0,1.0
144,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,69.5,72.0,70.85,0,1,1,0,0,0,1974.0,0.0
97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,95.0,100.0,97.75,0,1,1,0,0,0,1962.0,1.0
88,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,79.0,58.5,51.9,3,1,0,0,0,1,2008.0,1.0
102,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,80.0,84.0,87.55,0,1,0,0,0,1,1954.0,1.0
99,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,77.0,100.0,95.3,0,1,0,1,0,0,1956.0,1.0
92,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,59.5,63.0,48.65,0,1,0,0,1,0,1996.0,1.0
90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40.0,63.0,40.45,0,1,0,0,1,0,1985.0,1.0
98,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,23.0,23.0,26.2,0,1,0,0,1,0,2016.0,0.0
91,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,34.0,34.0,39.05,0,1,0,1,0,0,1998.0,1.0
113,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,73.5,88.5,83.4,0,1,0,0,1,0,1965.0,1.0
122,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,65.0,61.5,61.1,0,1,0,0,0,1,1977.0,1.0
109,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,71.0,71.0,69.3,0,1,0,0,0,1,2001.0,1.0
98,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,41.0,36.0,62.2,0,1,0,0,1,0,1992.0,1.0
86,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9.0,9.0,39.15,2,1,1,0,0,0,2006.0,1.0
115,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,50.0,50.0,77.2,0,1,0,0,0,1,1975.0,1.0
73,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44.5,89.0,79.35,2,1,0,1,0,0,1932.0,1.0
104,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,85.5,85.5,67.5,2,1,0,0,0,1,1996.0,1.0
137,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40.0,51.0,61.05,3,1,0,1,0,0,2013.0,1.0
76,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,81.5,81.5,79.75,3,1,0,0,1,0,2014.0,1.0
104,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,51.25,0,1,0,0,0,1,2017.0,0.0
81,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,83.0,83.0,73.0,0,1,1,0,0,0,2016.0,0.0
112,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,80.0,65.0,66.3,0,1,0,0,1,0,1980.0,1.0
126,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,59.0,59.0,61.55,0,1,0,0,0,1,2018.0,0.0
99,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,61.0,36.0,44.8,1,1,0,0,1,0,2015.0,0.0
100,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,86.0,79.5,72.9,0,1,0,0,1,0,1967.0,1.0
90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,28.0,43.5,58.8,0,1,1,0,0,0,2016.0,0.0
93,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,61.0,33.0,52.05,2,1,0,0,0,1,2009.0,1.0
112,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38.5,12.0,51.95,1,1,0,0,1,0,2012.0,1.0
112,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,74.0,74.0,68.45,1,1,0,0,0,1,2002.0,1.0
101,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60.0,60.0,0.0,2,1,1,0,0,0,2018.0,0.0
136,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,35.0,26.5,60.0,2,1,0,1,0,0,2005.0,1.0
157,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,35.0,30.0,51.1,3,1,0,1,0,0,2014.0,1.0
112,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,79.0,63.0,41.3,0,0,0,0,0,0,,
113,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,87.0,94.0,81.0,0,1,0,0,0,1,1951.0,1.0
131,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,64.0,89.0,64.05,0,1,0,0,0,1,1985.0,1.0
84,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99.0,63.0,88.2,2,1,1,0,0,0,2011.0,0.0
96,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,6.9,1,1,0,0,1,0,2003.0,1.0
85,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,41.5,38.5,44.15,3,1,0,1,0,0,1998.0,1.0
118,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,41.0,41.0,55.45,0,1,0,0,1,0,1997.0,1.0
99,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,47.0,26.5,54.55,2,1,0,0,0,1,2017.0,1.0
103,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88.0,63.0,75.1,2,1,0,0,0,1,2006.0,0.0
97,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,74.0,74.0,55.9,3,1,0,0,1,0,2010.0,0.0
98,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,83.0,85.0,86.45,0,1,0,0,1,0,1959.0,1.0
80,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,91.0,90.0,95.2,0,1,0,0,0,1,1938.0,1.0
105,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,96.0,96.0,93.65,0,1,0,0,1,0,1941.0,1.0
90,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,93.0,93.0,100.0,1,1,1,0,0,0,2011.0,0.0
100,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,23.0,16.0,47.6,3,1,0,0,1,0,2008.0,1.0
85,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,44.0,44.0,64.85,1,1,0,0,0,1,2009.0,0.0
90,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,10.0,37.0,38.55,0,1,1,0,0,0,2010.0,1.0
84,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68.0,68.0,71.9,3,1,1,0,0,0,2006.0,1.0
91,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0,3.0,38.45,2,1,0,0,0,1,2000.0,1.0
93,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,50.0,50.0,49.0,0,1,1,0,0,0,1984.0,1.0
107,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,80.0,61.5,57.05,0,1,1,0,0,0,1997.0,1.0
86,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,54.0,19.5,52.75,2,1,0,1,0,0,2006.0,1.0
109,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,29.0,83.5,63.15,0,1,0,0,0,1,1989.0,1.0
101,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,60.0,73.0,70.95,3,1,1,0,0,0,2012.0,0.0
96,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38.0,85.0,47.6,0,1,0,1,0,0,1986.0,1.0
210,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.0,33.0,54.6,0,1,0,0,1,0,2001.0,1.0
120,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,46.0,35.0,59.05,1,1,0,0,0,1,2017.0,1.0
95,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,25.0,25.0,35.9,0,1,0,0,1,0,1996.0,1.0
106,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,68.5,64.0,54.9,0,1,1,0,0,0,2016.0,0.0
81,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,40.0,40.0,40.0,1,1,0,0,0,1,2006.0,1.0
117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,71.0,48.0,48.15,2,1,0,0,1,0,2011.0,1.0
92,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,92.0,76.0,38.7,3,1,0,0,0,1,2001.0,1.0
100,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,96.5,96.5,89.95,0,1,1,0,0,0,1949.0,1.0
114,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80.0,64.0,68.0,0,1,1,0,0,0,1994.0,1.0
114,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,69.5,52.0,63.85,3,1,1,0,0,0,2008.0,1.0
86,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,60.0,60.0,67.45,2,1,0,1,0,0,2012.0,0.0
104,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,80.0,75.0,89.2,0,1,1,0,0,0,1957.0,1.0
83,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,67.5,88.0,62.65,2,1,0,0,1,0,1998.0,1.0
103,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,82.0,53.0,59.3,0,1,0,0,1,0,1997.0,1.0
90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17.0,41.0,50.25,1,1,0,1,0,0,2013.0,0.0
78,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86.0,86.0,87.35,2,1,1,0,0,0,2006.0,1.0
106,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,84.0,84.0,61.1,3,1,0,1,0,0,2005.0,1.0
86,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53.5,53.5,36.95,2,1,1,0,0,0,2014.0,0.0
105,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,13.5,17.0,35.1,0,1,1,0,0,0,2001.0,1.0
93,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,78.0,55.5,41.9,1,1,1,0,0,0,2017.0,0.0
96,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,81.0,81.0,0.0,0,1,0,0,1,0,1993.0,1.0
138,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,80.0,80.0,72.45,0,1,0,1,0,0,1986.0,1.0
97,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,40.5,40.5,51.85,1,1,0,1,0,0,2006.0,1.0
99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63.0,31.0,42.0,0,1,0,0,0,1,2018.0,0.0
103,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53.0,53.0,53.15,1,1,1,0,0,0,2004.0,0.0
98,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,13.0,0.0,40.7,0,1,0,0,1,0,2016.0,0.0
79,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81.5,63.0,0.0,1,1,0,0,1,0,2015.0,0.0
89,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,92.0,92.0,98.4,0,1,0,0,1,0,1931.0,0.0
111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,42.0,23.0,37.6,2,1,0,0,0,1,2009.0,1.0
107,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58.0,72.0,68.8,1,1,0,1,0,0,2004.0,1.0
133,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67.0,67.0,72.0,2,1,0,0,0,1,2012.0,0.0
22,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,79.0,79.0,68.8,1,1,0,0,0,1,2014.0,1.0
93,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,82.5,82.5,86.8,2,1,0,0,0,1,2013.0,0.0
129,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,34.0,34.0,41.1,3,1,1,0,0,0,2001.0,1.0
90,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,87.0,63.0,86.0,2,1,0,1,0,0,2006.0,0.0
81,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,77.0,83.0,72.8,0,1,0,1,0,0,1951.0,1.0
107,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,80.0,97.0,91.85,0,1,1,0,0,0,1944.0,1.0
105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,25.0,25.0,48.0,0,1,0,1,0,0,2018.0,0.0
100,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64.0,64.0,32.0,2,1,0,0,0,1,2003.0,0.0
97,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,100.0,100.0,49.0,1,1,0,0,0,1,2007.0,1.0
90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,51.5,75.0,48.8,0,1,0,1,0,0,1985.0,1.0
125,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,54.5,42.0,44.15,0,1,0,0,1,0,2016.0,0.0
115,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,51.0,62.0,43.85,0,1,0,0,0,1,1994.0,1.0
96,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,19.0,54.0,50.5,0,1,0,1,0,0,1995.0,1.0
116,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,100.0,100.0,91.2,0,1,0,1,0,0,1946.0,1.0
119,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100.0,63.0,96.5,0,0,0,0,0,0,,
125,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,79.5,49.0,68.0,0,1,0,1,0,0,1994.0,1.0
118,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,67.0,51.0,56.8,3,1,1,0,0,0,2018.0,1.0
89,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,33.0,63.0,29.75,0,1,0,1,0,0,2005.0,1.0
102,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,55.0,55.0,62.2,0,1,0,1,0,0,1987.0,1.0
116,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,78.0,76.0,52.5,0,1,1,0,0,0,2017.0,0.0
119,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,74.0,71.0,68.6,0,1,0,0,0,1,1982.0,1.0
186,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,70.0,57.0,56.75,0,0,0,0,0,0,,
101,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,60.0,60.0,43.3,0,1,1,0,0,0,2000.0,1.0
92,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,54.5,57.0,48.75,2,1,0,0,1,0,2009.0,1.0
103,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25.0,36.0,42.85,0,1,1,0,0,0,1989.0,1.0
86,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.0,80.0,57.6,0,1,0,0,1,0,1998.0,1.0
108,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,60.5,33.0,62.0,2,1,0,0,0,1,2009.0,1.0
96,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,49.5,49.5,51.05,2,1,0,0,0,1,2010.0,1.0
88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20.0,18.5,42.9,1,1,0,1,0,0,2009.0,1.0
116,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,68.0,78.0,35.3,0,1,0,0,1,0,1992.0,1.0
102,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,66.0,66.0,75.3,0,0,0,0,0,0,,
102,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,83.0,79.0,71.05,2,1,0,0,0,1,1994.0,1.0
125,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,61.0,61.0,58.5,2,1,1,0,0,0,2013.0,1.0
101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,52.0,52.0,47.0,2,1,0,1,0,0,2015.0,0.0
80,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79.5,79.5,95.0,1,1,0,0,1,0,2006.0,0.0
92,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,64.0,85.0,50.55,2,1,0,0,1,0,2010.0,1.0
132,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,66.0,63.0,74.8,0,1,0,0,1,0,1969.0,1.0
102,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100.0,100.0,60.5,0,1,0,0,0,1,2018.0,0.0
95,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,89.0,89.0,89.0,1,1,0,1,0,0,2009.0,1.0
99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59.5,93.0,82.25,1,1,0,0,1,0,2016.0,0.0
82,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88.0,88.0,78.0,1,1,0,0,1,0,2014.0,0.0
106,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,88.0,83.5,90.15,0,1,1,0,0,0,1935.0,1.0
70,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66.0,63.0,0.0,0,1,1,0,0,0,2002.0,0.0
97,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88.0,88.0,83.5,2,1,0,0,0,1,2015.0,0.0
76,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100.0,100.0,0.0,0,1,0,0,1,0,2018.0,0.0
129,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.0,28.0,35.5,2,1,0,1,0,0,2013.0,1.0
109,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,35.5,33.0,38.95,0,1,0,0,0,1,1997.0,1.0
96,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,94.0,94.0,93.3,0,1,0,0,0,1,1943.0,1.0
89,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63.5,49.0,36.0,0,1,0,0,0,1,2012.0,1.0
112,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.0,84.0,77.0,2,1,0,1,0,0,2017.0,0.0
81,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,66.5,66.5,45.5,0,1,1,0,0,0,2016.0,0.0
106,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56.0,56.0,59.0,1,1,0,0,0,1,2008.0,1.0
75,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,91.0,91.0,82.2,0,1,0,0,1,0,2007.0,1.0
98,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,27.0,27.0,41.2,2,1,0,1,0,0,2004.0,1.0
92,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,25.0,25.0,64.5,3,1,1,0,0,0,2015.0,0.0
105,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81.5,63.0,50.95,1,1,0,0,1,0,2013.0,0.0
127,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88.5,88.5,49.25,3,1,1,0,0,0,2017.0,0.0
93,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,43.0,43.0,35.5,2,1,0,0,1,0,2012.0,0.0
134,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,63.0,67.0,56.1,0,1,0,1,0,0,1985.0,1.0
94,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,58.0,58.0,48.75,0,1,0,0,0,1,1973.0,1.0
169,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,52.5,48.0,60.55,2,1,1,0,0,0,2007.0,1.0
179,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,73.0,82.5,82.5,0,1,0,0,0,1,1936.0,1.0
162,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,91.5,91.5,81.7,3,1,0,0,0,1,2016.0,0.0
115,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,71.0,48.0,48.15,1,1,0,0,1,0,2012.0,1.0
92,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,48.5,18.5,49.5,2,1,0,0,1,0,2006.0,1.0
80,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,86.0,86.0,76.1,0,1,0,1,0,0,2009.0,1.0
78,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,97.0,94.5,83.85,0,1,0,1,0,0,1951.0,1.0
181,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,100.0,100.0,100.0,0,1,0,1,0,0,1914.0,1.0
101,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,65.0,70.5,68.85,0,1,1,0,0,0,1992.0,0.0
90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,58.5,56.0,35.25,0,1,1,0,0,0,2007.0,1.0
100,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,19.0,50.0,47.0,1,1,0,0,0,1,2000.0,1.0
98,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82.0,87.5,52.9,0,1,1,0,0,0,2018.0,0.0
180,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,92.0,90.0,68.4,0,1,0,0,0,1,1963.0,1.0
94,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,63.0,19.0,0,1,0,0,0,1,1994.0,1.0
116,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,65.0,50.0,64.15,0,1,0,1,0,0,1993.0,1.0
107,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,94.0,94.0,89.35,0,1,0,0,1,0,1920.0,1.0
104,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,89.0,89.0,86.4,2,1,0,0,1,0,2017.0,0.0
102,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,61.5,86.0,64.8,0,1,0,0,0,1,1980.0,1.0
104,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,78.5,78.5,64.4,2,1,1,0,0,0,2014.0,1.0
125,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,91.0,96.0,77.0,0,1,1,0,0,0,1964.0,1.0
107,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88.5,88.5,90.25,0,1,0,0,1,0,2016.0,0.0
