name,critic_score,audience_score,Y,runtime,rating_G,rating_NR,rating_PG,rating_PG13,rating_R,rating_NC17,genre_action,genre_animation,genre_foreign,genre_classics,genre_comedy,genre_documentary,genre_drama,genre_horror,genre_family,genre_mystery,genre_romance,genre_fantasy,director_score,writer_score,actor_score,studio_score,in_theater,theater_spring,theater_summer,theater_fall,theater_winter,theater_year,is_wide
The Congress (2014),73%,53%,1,122,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,84.5,84.5,62.75,2,1,0,1,0,0,2014,0
The King and I1999,13%,40%,0,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,40,60,47.3,0,1,1,0,0,0,1999,1
Batman Gotham Knight2008,83%,69%,1,76,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,83,62.5,67.5,2,1,0,1,0,0,2008,1
Kaena: The Prophecy2004,7%,42%,0,85,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,7,7,62.95,2,1,0,1,0,0,2004,1
Robin Hood1973,54%,81%,0,83,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,83,86,67.3,0,1,0,0,1,0,1973,1
Santa's Apprentice (L'apprenti Pere Noel) (2010),80%,41%,1,80,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,80,80,82,0,0,0,0,0,0,NA,NA
The SpongeBob Movie: Sponge Out of Water,80%,54%,1,100,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,80,74,52.85,3,1,0,0,0,1,2015,1
Rudolph the Red-Nosed Reindeer1964,93%,83%,1,53,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,80,75,70.05,0,1,0,1,0,0,1964,1
Batman: Gotham by Gaslight2018,80%,61%,1,72,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,84.5,56,54.8,0,0,0,0,0,0,NA,NA
Futurama: Bender's Big Score2007,100%,80%,1,88,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,90,88,75.45,1,1,0,0,0,1,2007,1
"It's the Great Pumpkin, Charlie Brown1966",94%,84%,1,25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,93,93,85.65,0,1,0,0,0,1,1966,1
Jack and the Cuckoo-Clock Heart2014,75%,65%,1,102,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,75,79,75,2,1,0,0,1,0,2014,0
Jonathan Livingston Seagull1973,10%,62%,0,99,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,55,10,49.3,0,1,0,0,1,0,1973,1
The Dark Crystal1982,74%,81%,0,93,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,84,13.5,79.35,0,1,0,0,0,1,1982,1
Wizards1977,63%,70%,0,80,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,59.5,59.5,63,1,1,0,0,0,1,1977,0
Animal Farm (1954),60%,67%,0,73,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,60,63,69.75,0,1,0,0,0,1,1954,1
Dinosaurs: Giants of Patagonia (2007),100%,51%,1,47,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,100,63,70.25,1,1,1,0,0,0,2007,1
Justice League: Throne Of Atlantis (2014),57%,63%,0,72,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,64,57,60.75,2,0,0,0,0,0,NA,NA
White Fang (Croc-Blanc) (2018),88%,78%,1,99,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,88,94,61.85,0,0,0,0,0,0,NA,NA
Tekken2009,0%,31%,0,91,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,33,18,35.85,0,1,0,0,1,0,2009,1
"Batman: The Dark Knight Returns, Part 12012",100%,93%,1,134,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,90,100,60,2,1,0,0,0,1,2012,1
Saludos Amigos (1943),80%,42%,1,42,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,93,97.5,81.4,0,1,0,0,0,1,1943,1
Rock-a-Doodle1992,20%,55%,0,77,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,62,42,41.25,0,1,1,0,0,0,1992,1
Mutant Aliens2001,38%,75%,0,81,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,73.5,73.5,44.55,0,1,0,0,0,1,2001,1
La Leyenda del Chupacabras,14%,50%,0,81,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,83,83,32.95,0,1,0,0,1,0,2016,0
Tinker Bell2008,89%,73%,1,78,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,71,71,60.2,3,1,0,0,1,0,2008,1
Justice League Dark2017,75%,67%,1,66,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,90,79,38.85,0,0,0,0,0,0,NA,NA
Idiots and Angels (2010),93%,76%,1,78,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,73.5,73.5,14.7,1,1,0,0,1,0,2010,0
The Seventh Dwarf (2015),22%,28%,0,87,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,51,22,46.05,2,1,0,1,0,0,2015,0
Fun & Fancy Free1947,75%,62%,1,96,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,88,89,82.85,0,1,0,0,1,0,1947,1
The Trumpet of the Swan2001,15%,36%,0,75,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,15,15,58,0,1,1,0,0,0,2001,0
Tekkonkinkreet (Tekkon kinkurto) (2007),72%,88%,0,111,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,72,66.5,76.8,1,1,0,0,1,0,2007,1
Woody Woodpecker (2017),14%,34%,0,84,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,27,27,58.95,1,0,0,0,0,0,NA,NA
"Mickey, Donald, Goofy: The Three Musketeers2004",36%,49%,0,68,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,41,63,56.25,0,1,0,1,0,0,2004,1
Futurama: The Beast With a Billion Backs (2008),80%,66%,1,90,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,90,88,68.15,1,1,0,1,0,0,2008,1
The Three Caballeros (1944),88%,67%,1,71,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,96,92,81.35,0,1,0,0,0,1,1944,1
Lady and the Tramp1955,93%,80%,1,76,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,88,93,89.8,0,1,0,1,0,0,1955,1
A Charlie Brown Thanksgiving1973,100%,74%,1,25,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,93,93,88.8,0,1,0,0,0,1,2003,1
Pinocchio1940,100%,72%,1,88,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,88,98.5,88.45,0,1,0,0,0,1,1940,1
DCU: Justice League: The Flashpoint Paradox2013,100%,93%,1,95,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,90,63,69.3,2,0,0,0,0,0,NA,NA
Stitch! The Movie2003,20%,50%,0,64,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,43,44,52.8,0,1,0,1,0,0,2003,1
Lilo & Stitch 2: Stitch Has a Glitch (2005),40%,56%,0,68,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,40,37,40.4,0,1,0,1,0,0,2005,1
Batman Ninja,80%,40%,1,85,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,80,80,75,0,0,0,0,0,0,NA,NA
Batman: Year One (2011),88%,79%,1,65,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,84.5,59.5,51.2,2,0,0,0,0,0,NA,NA
Snow White and the Seven Dwarfs,98%,78%,1,83,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,90,98,84.95,3,1,0,0,0,1,1937,1
War of the Worlds: Goliath (2014),0%,44%,0,85,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,22.95,1,1,1,0,0,0,2014,0
All Dogs Go To Heaven 21996,20%,38%,0,82,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,37.5,22,27.2,0,1,1,0,0,0,1996,1
Sukai Kurora (The Sky Crawlers) (2008),78%,58%,1,121,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,78,78,75.3,2,1,0,1,0,0,2008,1
Toy Story,100%,92%,1,80,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,89,79,60.7,2,1,0,0,1,0,1995,1
Batman and Harley Quinn (2017),56%,36%,1,74,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,84.5,56,49.4,0,1,0,1,0,0,2017,0
The Secret of NIMH1982,96%,85%,1,82,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,62,62,68.85,0,1,0,1,0,0,1982,1
Song Of The Sea2014,99%,92%,1,93,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,91,99,65,2,1,0,0,0,1,2014,0
Gulliver's Travels1939,67%,52%,1,74,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,69,56,70,0,1,0,0,0,1,1939,1
The Princess and the Cobbler (The Thief and the Cobbler)1993,50%,74%,0,72,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,92,63,75.4,0,1,0,1,0,0,1993,0
Appurushdo (Appleseed) (2004),25%,74%,0,105,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,25,42.5,32.4,1,1,0,0,1,0,2004,1
The Rugrats Movie,59%,50%,1,87,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,67.5,42,64.3,0,1,0,0,1,0,1998,1
The Iron Giant,96%,90%,1,86,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,89.5,69.5,56.7,3,1,0,1,0,0,1999,1
The Jetsons (1990),27%,44%,0,82,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,22,27,60.1,0,1,0,1,0,0,1990,1
Leroy & Stitch2006,40%,52%,0,72,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,43,44,43.4,0,1,0,1,0,0,2006,1
Rainbow Brite and the Star Stealer1985,0%,79%,0,85,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,29,54.5,0,1,0,0,0,1,1985,1
Blinky Bill The Movie2016,73%,44%,1,90,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,73,58.5,52.35,1,1,0,0,1,0,2016,0
The Lion of Judah (2011),0%,62%,0,87,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,39.4,2,1,1,0,0,0,2011,0
The 3 Worlds of Gulliver (1960),83%,52%,1,100,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,81.5,81.5,85.1,0,1,0,0,0,1,1960,1
The Bugs Bunny/Road Runner Movie1979,100%,86%,1,105,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,84,100,73.95,0,0,0,0,0,0,NA,NA
Aladdin and the King of Thieves1995,27%,50%,0,80,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,30,59.5,49.5,0,1,0,1,0,0,1995,1
An American Tail - Fievel Goes West (1991),45%,61%,0,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,41.5,28,36.25,0,1,0,0,1,0,1991,1
The Last Unicorn,63%,86%,0,84,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,67,56.5,67.45,0,1,0,0,0,1,1982,1
Many Adventures of Winnie the Pooh (1977),100%,88%,1,74,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,83,78,80.95,0,1,1,0,0,0,1977,1
Who Framed Roger Rabbit1988,97%,84%,1,104,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,63,46.5,57.7,0,1,0,1,0,0,1988,1
Toy Story That Time Forgot2014,100%,82%,1,22,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,79,79,68.8,1,1,0,0,0,1,2014,1
Belle's Magical World1998,17%,72%,0,92,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,17,17,34.25,0,1,0,0,0,1,1998,1
Toy Story 2,100%,86%,1,92,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,89,100,59.05,2,1,0,0,1,0,1999,1
The Return of Jafar1994,33%,40%,0,66,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,30,33,66.4,0,1,1,0,0,0,1994,1
Space Chimps 2: Zartog Strikes Back (2010),0%,32%,0,75,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,41,4,54.7,3,1,0,1,0,0,2010,1
How Murray Saved Christmas (2014),50%,63%,0,99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,63,57.6,0,0,0,0,0,0,NA,NA
Batman: Under the Red Hood2010,100%,92%,1,76,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,78.5,100,64.9,0,0,0,0,0,0,NA,NA
Teen Titans: The Judas Contract (2017),83%,71%,1,76,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,84.5,79,54,0,0,0,0,0,0,NA,NA
The Little Mermaid 2: Return to the Sea2000,33%,45%,0,75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,19.5,29,65.25,0,1,0,0,1,0,2000,1
The Lion King 1 1/22004,76%,61%,1,77,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,71,45,59.4,0,1,0,0,0,1,2004,1
Final Fantasy VII: Advent Children2006,33%,83%,0,100,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,33,33,54.2,1,1,1,0,0,0,2006,1
How the Grinch Stole Christmas1967,100%,88%,1,26,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,84,100,79.3,0,1,0,1,0,0,1967,1
DuckTales: The Movie - Treasure of the Lost Lamp1990,88%,69%,1,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,88,83,72.6,0,1,0,1,0,0,1990,1
101 Dalmatians II: Patch's London Adventure (2002),67%,41%,1,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,33,67,58.7,0,1,0,0,0,1,2002,1
Ghost in the Shell (1996),96%,89%,1,82,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,78,63,67.05,0,1,1,0,0,0,1996,1
Cool World1992,4%,31%,0,102,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,59.5,22,47.2,0,1,0,1,0,0,1992,1
Thumbelina (1994),25%,66%,0,94,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,62,62,33.7,0,1,1,0,0,0,1994,1
Tom and Jerry: The Movie1992,17%,39%,0,80,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,71,17,55.5,0,1,0,0,0,1,1992,1
Shaun the Sheep Movie2015,99%,80%,1,84,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,66,63,90.95,2,1,0,1,0,0,2015,0
The Plague Dogs (1983),60%,90%,0,103,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,80,80,63.4,0,1,0,0,0,1,1983,0
Heavy Traffic1973,89%,76%,1,76,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,59.5,59.5,82.9,0,1,0,0,0,1,1973,1
The Batman Superman Movie: World's Finest (1998),83%,76%,1,68,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,83,83,44.15,0,0,0,0,0,0,NA,NA
101 Dalmatians1961,98%,75%,1,79,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,89,89,86.6,2,1,0,0,0,1,1961,1
Chipmunk Adventure1987,75%,87%,0,76,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,23.5,63,26.65,0,1,0,1,0,0,1987,1
The Lion King II: Simba's Pride1998,43%,60%,0,75,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,43,36.5,47.55,0,1,0,0,1,0,1998,1
Frosty the Snowman1969,57%,72%,0,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,67,75,73.85,0,1,0,0,0,1,1969,1
Tarzan & Jane2002,17%,30%,0,70,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17,63,45.8,0,1,0,1,0,0,2002,1
The Animatrix (2003),89%,78%,1,102,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,89,66,49.7,0,1,0,1,0,0,2003,1
Bambi1942,90%,73%,1,69,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,90,94,67.25,0,1,0,1,0,0,1942,1
Wonder Woman (2009),89%,78%,1,93,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,72.5,92.5,59.45,0,1,1,0,0,0,2009,0
Cats Don't Dance1997,73%,79%,0,75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,79,73,55.8,0,1,1,0,0,0,1997,1
The Lord of the Rings1978,50%,64%,0,132,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,59.5,56.5,51.15,0,1,0,0,1,0,1978,1
Escaflowne: The Movie (2000),43%,69%,0,98,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,43,43,54.1,0,1,0,1,0,0,2000,1
Maestro (2005),38%,76%,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,63,35,0,1,1,0,0,0,2005,1
Mickey's Christmas Carol1983,100%,90%,1,25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,82,63,81.7,0,1,0,0,1,0,1983,1
Heavy Metal1981,61%,67%,0,90,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,70.5,71,49.95,0,1,0,1,0,0,1981,1
Pocahontas,56%,64%,0,81,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,56,56,63.4,0,1,0,1,0,0,1995,1
Pokemon the First Movie - Mewtwo vs. Mew1999,15%,62%,0,96,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,16,49,3,1,0,0,1,0,1999,1
Wrinkles2014,96%,80%,1,80,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,96,96,69.75,2,1,0,1,0,0,2014,0
The Adventures of Ichabod and Mr. Toad1949,93%,71%,1,68,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,90,89,93.6,0,1,0,0,0,1,1949,1
The Fox and the Hound 22006,20%,46%,0,69,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,33,35,36.4,0,1,0,0,1,0,2006,1
Delhi Safari2012,15%,35%,0,96,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,43,11,58,1,1,0,0,0,1,2012,0
The Nut Job2014,11%,43%,0,86,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11,41,44.65,2,1,0,0,0,1,2014,1
Lost and Found1999,13%,27%,0,80,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,43,19.5,42.95,3,1,1,0,0,0,1999,1
The Little Mermaid: Ariel's Beginning2008,33%,56%,0,77,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,66,63,11.6,1,1,0,1,0,0,2008,1
Bambi II2006,50%,60%,0,72,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,50,47,65.45,0,1,0,0,0,1,2006,1
Pooh's Grand Adventure: The Search for Christopher Robin1997,38%,71%,0,76,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,28.5,38,50.9,0,1,0,0,0,1,1997,1
Mulan II2003,0%,42%,0,78,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,43,10,28.1,0,1,0,0,0,1,2003,1
Fantasia 2000 (2000),82%,75%,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,90,56,76.05,2,1,0,1,0,0,2000,1
Balto1995,52%,70%,0,78,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,45,62.5,59.6,0,1,0,0,0,1,1995,1
Metropia2010,50%,55%,0,86,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,83,83,62.05,1,1,1,0,0,0,2010,1
Saving Santa2013,20%,40%,0,83,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20,20,53.8,0,0,0,0,0,0,NA,NA
Incredibles 2,94%,87%,1,118,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,89.5,89.5,55,1,1,0,1,0,0,2018,1
Bebe's Kids1992,22%,74%,0,74,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,22,43.5,48,0,1,0,1,0,0,1992,1
$9.99 ,73%,54%,1,78,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,73,80,61.4,2,1,0,0,1,0,2008,1
The Rescuers1977,83%,68%,1,80,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,83,78,76.7,0,1,0,1,0,0,1977,0
Dumbo1941,97%,70%,1,63,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,97,79.5,88.5,0,1,0,0,1,0,1941,1
Maze (2001),39%,46%,0,97,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,40,40,48.8,0,1,0,0,1,0,2001,1
The Snow Queen2013,0%,66%,0,80,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,19.05,2,1,0,0,1,0,2013,0
I Married a Strange Person1998,70%,89%,0,73,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,73.5,73.5,78.45,0,1,0,1,0,0,1998,1
Elf: Buddy's Musical Christmas2014,89%,43%,1,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,89,63,71.1,0,1,0,0,0,1,2014,0
Son of Batman (2014),64%,72%,0,72,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,64,74.5,65.5,0,0,0,0,0,0,NA,NA
Cinderella II: Dreams Come True2002,11%,32%,0,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,11,63,50.05,0,1,0,0,0,1,2002,0
Cinderella1950,97%,80%,1,60,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,89,86,87.65,0,1,0,0,0,1,1950,1
Early Man,82%,49%,1,89,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,98,63,70.3,2,1,0,0,0,1,2018,1
Sherlock Gnomes,27%,36%,0,86,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,57,27,64.1,3,1,1,0,0,0,2018,1
The Swan Princess1994,50%,66%,0,90,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,40,63,74.05,0,1,0,1,0,0,1994,1
Yarn,75%,39%,1,76,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,75,75,73.55,1,1,0,1,0,0,2016,0
Rugrats in Paris - The Movie (2000),76%,55%,1,85,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,76,76,67.6,3,1,0,0,1,0,2000,1
Hercules1997,83%,75%,1,93,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,83,83,64.2,0,1,0,1,0,0,1997,1
Justin and the Knights of Valour2013,7%,36%,0,96,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,7,7,55.3,2,0,0,0,0,0,NA,NA
Luis and The Aliens,24%,75%,0,84,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,24,24,51.6,0,1,0,1,0,0,2018,0
Tatsumi2012,94%,80%,1,94,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,85,85,82.2,0,1,1,0,0,0,2012,1
The Haunted World of El Superbeasto (2009),40%,48%,0,77,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,56.5,65,62.5,2,1,0,0,1,0,2009,1
A Charlie Brown Christmas1965,92%,86%,1,30,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,93,93,87.3,0,1,0,0,0,1,1965,1
Alice (Neco z Alenky) (1988),100%,80%,1,86,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,85,63,100,0,1,0,0,0,1,1988,1
Yellow Submarine1968,97%,84%,1,87,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,97,63,92,2,1,0,0,1,0,1968,1
Hotel Transylvania 3: Summer Vacation,58%,49%,1,97,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,55,55,43,0,1,0,1,0,0,2018,1
Monster Family,10%,25%,0,96,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,17.5,10,60.5,0,1,0,0,0,1,2018,0
Last Hijack2014,94%,57%,1,83,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,80,80,94,2,1,0,0,1,0,2014,1
James and the Giant Peach1996,92%,65%,1,80,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,92,67.5,57.2,0,1,1,0,0,0,1996,1
The Pebble and the Penguin1995,11%,44%,0,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,62,11,50.6,0,1,1,0,0,0,1995,1
Extraordinary Tales,61%,50%,1,70,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,61,61,65.15,0,1,0,0,1,0,2015,0
Blood Tea and Red String (2006),91%,78%,1,69,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,91,91,0,2,1,0,0,1,0,2006,0
Cinderella III: A Twist in Time2007,71%,60%,1,74,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,75,37,49.8,0,1,0,0,0,1,2007,1
Sita Sings the Blues2008,100%,85%,1,82,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,83.5,83.5,67.45,2,1,0,0,0,1,2008,1
The Incredibles,97%,75%,1,115,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,89.5,89.5,61.4,2,1,0,0,1,0,2004,1
An Extremely Goofy Movie2000,57%,48%,1,79,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,66,63,0,0,1,0,0,0,1,2000,1
Oliver & Company1988,44%,62%,0,72,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,57,58.5,41.8,0,1,0,0,1,0,1988,1
The Trouble with Terkel (2017),40%,80%,0,88,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40,47,40.4,2,1,0,0,0,1,2017,0
Mr. Bug Goes to Town1941,71%,65%,1,78,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,69,71,71,2,1,0,0,0,1,1941,1
The Transformers - The Movie (1986),57%,88%,0,84,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,57,63,56.8,0,1,0,1,0,0,1986,1
