name,critic_score,audience_score,Y,runtime,rating_G,rating_NR,rating_PG,rating_PG13,rating_R,rating_NC17,genre_action,genre_animation,genre_foreign,genre_classics,genre_comedy,genre_documentary,genre_drama,genre_horror,genre_family,genre_mystery,genre_romance,genre_fantasy,director_score,writer_score,actor_score,studio_score,in_theater,theater_spring,theater_summer,theater_fall,theater_winter,theater_year,is_wide
Left Behind (2014),1%,39%,0,110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47,1,31.05,2,1,0,0,1,0,2014,0
Extract2009,61%,38%,1,91,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,72,72,50.1,2,1,0,0,1,0,2009,1
Winter's Tale2014,13%,43%,0,120,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,41,41,60,3,1,0,0,0,1,2014,1
Not Easily Broken2009,32%,67%,0,100,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,50,32,40.6,1,1,0,0,0,1,2009,1
The Beguiled,79%,48%,1,99,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,70,70,60,3,1,0,1,0,0,2017,0
Jonah Hex2010,12%,20%,0,84,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,19,27.5,57.15,3,1,0,1,0,0,2010,1
And So It Goes (2014),18%,40%,0,94,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,56,45.5,62.55,1,1,0,1,0,0,2014,1
Scoop2006,41%,55%,0,96,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,75,75,69.15,3,1,0,1,0,0,2006,1
Raise Your Voice (2004),15%,71%,0,108,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,15,25.6,3,1,0,0,1,0,2004,1
Primeval (2007),18%,31%,0,94,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,18,38,36.05,2,1,0,0,0,1,2007,1
Live By Night,35%,42%,0,128,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,52,52,55.1,3,1,0,0,0,1,2017,1
Straw Dogs2011,41%,34%,1,109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,60,85,47.1,2,1,0,0,1,0,2011,1
Whiteout2009,7%,21%,0,106,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,25,43,45.45,3,1,0,0,1,0,2009,1
The Perfect Score,16%,43%,0,92,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,32,16,46.85,3,1,0,0,0,1,2004,1
Pandorum2009,28%,48%,0,94,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,28,28,49.7,2,1,0,0,1,0,2009,1
Pathfinder2007,10%,36%,0,99,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,25,10,59.1,3,1,0,0,0,1,2007,1
Kinsey2004,90%,75%,1,118,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,71,71,52,2,1,0,0,1,0,2004,1
Strange Magic,17%,51%,0,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,84,53.65,3,1,0,0,0,1,2015,1
House of the Dead2003,3%,9%,0,90,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,67,50.5,1,1,0,0,1,0,2003,1
Sorority Boys2002,13%,54%,0,93,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,64,19,20.7,2,1,1,0,0,0,2002,1
The Belko Experiment,54%,40%,1,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,54,64.5,64.25,0,1,1,0,0,0,2017,1
The Boondock Saints II: All Saints Day2009,23%,58%,0,87,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,46,46,34.65,1,1,0,0,1,0,2009,1
Domino (2005),18%,56%,0,128,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,54,44,52.7,3,1,0,0,1,0,2005,1
Hoodwinked Too! Hood vs Evil (2011),11%,35%,0,86,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,11,20,34.45,2,1,1,0,0,0,2011,1
Facing the Giants2006,13%,85%,0,111,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,33,30.4,1,1,0,0,1,0,2006,0
La Vie en Rose (La Mome)2007,74%,84%,0,136,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74,74,74.1,2,1,0,0,0,1,2007,1
In the Mix2005,13%,50%,0,96,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53.5,13,43.75,2,1,0,0,1,0,2005,1
Win Win2011,94%,85%,1,106,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,70.5,70.5,64.05,2,1,1,0,0,0,2011,0
The Great Raid2005,37%,70%,0,142,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,74,36,51.6,3,1,0,1,0,0,2005,1
Possession (2002),64%,58%,1,102,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,62,53.5,57.1,2,1,0,1,0,0,2002,1
The Fountain2006,52%,74%,0,95,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,77.5,52,59.3,3,1,0,0,1,0,2006,1
Next Day Air2009,21%,31%,0,84,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,19,21,31.3,2,1,1,0,0,0,2009,1
Cry_Wolf (2005),24%,50%,0,91,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,23,79,34.6,1,1,0,0,1,0,2005,1
Penelope (2006),53%,72%,0,90,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,39,53,51.3,2,1,0,0,1,0,2006,1
Roving Mars (2006),70%,79%,0,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,91.5,70,67.35,2,1,0,0,0,1,2006,0
Swimming Pool2003,83%,67%,1,103,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,76.5,72.5,67.4,3,1,0,1,0,0,2003,1
Silent House2012,43%,30%,1,88,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,57,57,62.3,2,1,1,0,0,0,2012,1
Head over Heels2001,10%,56%,0,86,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,51,8,33.5,3,1,0,0,0,1,2001,1
Bratz: The Movie2007,9%,45%,0,110,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,25,27.2,2,1,0,1,0,0,2007,1
The Wash (2001),8%,64%,0,96,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,20,20,37.25,2,1,0,0,1,0,2001,1
Foxcatcher,87%,66%,1,130,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,88.5,75,66.35,3,1,0,0,1,0,2014,0
Inside Llewyn Davis2013,93%,74%,1,105,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,85,85,60.55,2,1,0,0,0,1,2013,1
Rendition2007,47%,62%,0,122,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,61,47,64.5,3,1,0,0,1,0,2007,1
Closed Circuit2013,43%,31%,1,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,73,53,66.2,3,1,0,1,0,0,2013,1
Blue Valentine2010,87%,77%,1,114,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,75,70.5,75.7,2,1,0,0,0,1,2010,0
The Express2008,61%,74%,0,130,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,66,62.65,3,1,0,0,1,0,2008,1
Fair Game2010,79%,65%,1,108,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,79,73,62.15,2,1,0,0,1,0,2010,0
I Don't Know How She Does It2011,16%,32%,0,89,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73,34.5,51,2,1,0,0,1,0,2011,1
Bullet to the Head2013,46%,39%,1,91,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,62,62,43.8,3,1,0,0,0,1,2013,1
Smart People2008,50%,39%,1,95,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,47,50,49.4,3,1,1,0,0,0,2008,1
Simone2002,51%,35%,1,117,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,61,61,61.25,3,1,0,1,0,0,2002,1
Death Sentence2007,20%,60%,0,111,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,35,49.5,47,1,1,0,1,0,0,2007,1
Fun Size2012,25%,47%,0,86,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.5,25,46.75,3,1,0,0,1,0,2012,1
Away We Go2009,67%,74%,0,98,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,67,67,59.5,3,1,0,1,0,0,2009,1
The Visitor2008,89%,84%,1,104,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70.5,70.5,55.9,2,1,1,0,0,0,2008,1
Once (2007),97%,91%,1,86,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,88.5,88.5,80.1,2,1,1,0,0,0,2007,1
A Serious Man2009,89%,68%,1,106,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,89,85,65.6,3,1,0,0,1,0,2009,1
Get Low2010,85%,75%,1,103,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,76,85,72.6,3,1,0,1,0,0,2010,1
Do You Believe?2015,21%,83%,0,115,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,14,32.6,2,1,1,0,0,0,2015,1
The 33,47%,59%,0,120,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,32,49.85,3,1,0,0,1,0,2015,0
Peeples2013,37%,49%,0,94,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62,62,45.7,2,1,1,0,0,0,2013,1
A Mighty Heart (2007),79%,70%,1,107,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,66,79,79,2,1,0,1,0,0,2007,1
The Lobster,87%,64%,1,118,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,83.5,83.5,66.5,2,1,1,0,0,0,2016,0
Dark Blue2003,58%,52%,1,113,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,57,50.5,53.9,1,1,0,0,0,1,2003,1
The Boy in the Striped Pajamas (The Boy in the Striped Pyjamas)2008,63%,84%,0,106,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63,63,62.05,2,1,0,0,1,0,2008,1
First Daughter2004,8%,42%,0,105,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,57.5,32.5,45.9,3,1,0,0,1,0,2004,1
Superbabies: Baby Geniuses 2 (2004),0%,20%,0,89,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,20,14,48.6,1,1,0,1,0,0,2004,1
Le Divorce (2003),36%,26%,1,117,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,77,78.5,53.55,1,1,0,1,0,0,2003,1
Battle of the Year (2013),6%,49%,0,109,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75,63,25.55,3,1,0,0,1,0,2013,1
Everybody's Fine2009,46%,53%,0,100,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,46,46,57.85,2,1,0,0,0,1,2009,1
Love & Mercy,90%,85%,1,121,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,79.5,79,66.05,2,1,0,1,0,0,2015,0
Saved! (2004),61%,78%,0,92,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,44,44,51,2,1,1,0,0,0,2004,1
The Seeker: The Dark Is Rising2007,14%,33%,0,98,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,38,53,49.05,3,1,0,0,1,0,2007,1
Transamerica (2006),77%,83%,0,103,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,75,75,52.6,2,1,0,0,0,1,2006,0
The Drop (2014),89%,76%,1,106,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,86,68,70.7,2,1,0,0,1,0,2014,0
Movie 432013,4%,24%,0,97,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,50,4,38.7,2,1,0,0,0,1,2013,0
Street Fighter: The Legend of Chun-Li2009,6%,17%,0,97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22,50.5,29.45,3,1,0,0,0,1,2009,1
Suspect Zero,18%,38%,0,99,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,67,43.5,49.35,3,1,0,1,0,0,2004,1
The Lost City of Z,86%,57%,1,140,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,73,73,61,1,1,1,0,0,0,2017,1
An Unfinished Life2005,52%,67%,0,107,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62,52,60.5,3,1,0,0,1,0,2005,1
Boat Trip2003,7%,35%,0,96,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,31.3,2,1,1,0,0,0,2003,1
Carol,94%,73%,1,118,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,85,68.5,73.9,2,1,0,0,1,0,2015,0
My Life in Ruins2009,9%,44%,0,95,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,46,42.1,2,1,0,1,0,0,2009,1
You Can Count On Me2000,95%,89%,1,109,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,74,74,56.7,1,1,0,0,1,0,2000,1
Sex Drive2008,46%,58%,0,129,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,46.5,46.5,36.6,2,1,0,0,1,0,2008,1
Death to Smoochy2002,42%,66%,0,109,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,54,42,62.4,3,1,1,0,0,0,2002,1
The Deep End2001,82%,59%,1,99,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,69,69,64,3,1,0,1,0,0,2001,0
Johnny English Reborn2011,38%,44%,0,101,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,45.5,34,55.4,3,1,0,0,1,0,2011,1
Aliens of the Deep (2005),84%,49%,1,47,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80,63,82,1,1,0,0,0,1,2005,1
Tenacious D in The Pick of Destiny2006,53%,67%,0,94,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,58.5,64,53.75,3,1,0,0,1,0,2006,1
The Promise,49%,92%,0,134,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,71.5,71.5,59.95,2,1,1,0,0,0,2017,1
The Cooler2003,77%,69%,1,103,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,41.5,77,58.8,2,1,0,0,1,0,2003,1
Sabotage2014,20%,36%,0,110,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,50.5,23,31.9,2,1,1,0,0,0,2014,1
Before Midnight2013,98%,82%,1,108,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,85.5,65.5,66.4,1,1,1,0,0,0,2013,0
Code Name: The Cleaner (2007),4%,37%,0,91,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19.5,6,43.6,3,1,0,0,0,1,2007,1
More American Graffiti (1979),22%,33%,0,111,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,31,31,59.35,0,1,0,1,0,0,1979,1
Hoot (2006),26%,54%,0,91,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,55.5,55.5,51.35,3,1,1,0,0,0,2006,1
Delta Farce (2007),4%,37%,0,89,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,48,7,38.2,2,1,1,0,0,0,2007,1
Sleepover2004,15%,54%,0,89,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,36,15,44.4,2,1,0,1,0,0,2004,1
The Walk,83%,77%,1,123,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,63,63,62.9,3,1,0,0,1,0,2015,0
Pirate Radio (The Boat That Rocked)2009,61%,71%,0,117,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,68,68,65.85,3,1,0,0,1,0,2009,1
MacGruber2010,48%,34%,1,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,56.5,56.5,52.35,1,1,1,0,0,0,2010,1
The Wild Life,16%,28%,0,90,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,18,16,24.75,1,1,0,0,1,0,2016,1
Dirty Pretty Things2003,94%,82%,1,107,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,85,53,67.65,3,1,0,1,0,0,2003,0
Punisher: War Zone2008,28%,42%,0,102,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,38,28,48.5,2,1,0,0,0,1,2008,1
The Painted Veil2006,74%,85%,0,124,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,74,78.5,64.3,2,1,0,0,0,1,2006,1
Arbitrage2012,87%,62%,1,107,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,75,75,61.05,2,1,0,0,1,0,2012,0
Bella (Beauty)2006,43%,81%,0,91,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,33,33,55.9,2,1,0,0,1,0,2006,1
Amy,95%,87%,1,128,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,83,63,73.1,2,1,0,1,0,0,2015,0
The Space Between Us,17%,55%,0,120,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,46,35,59.05,1,1,0,0,0,1,2017,1
City of Ember2008,54%,46%,1,95,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,54,82,66.35,1,1,0,0,1,0,2008,1
Slither2006,86%,63%,1,96,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,64.5,64.5,69.7,3,1,1,0,0,0,2006,1
The Night Listener (2006),40%,35%,1,81,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,60,60,56.55,2,1,0,1,0,0,2006,1
Miracle at St. Anna (2008),33%,50%,0,160,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,80,48.5,44.85,2,1,0,0,1,0,2008,1
The Return2006,16%,32%,0,85,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,16,16,0,3,1,0,0,1,0,2006,1
Kevin Hart: Laugh At My Pain2011,71%,84%,0,88,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,61,36,48.7,1,1,0,0,1,0,2011,0
Loving,90%,76%,1,123,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89,89,62.8,1,1,0,0,1,0,2016,0
Sarah's Key2011,72%,82%,0,111,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57,72,68.1,2,1,0,1,0,0,2011,0
The Collector (2009),29%,47%,0,88,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,29,29,39.75,2,1,0,1,0,0,2009,1
Promised Land2013,52%,46%,1,106,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,73,57,66.95,3,1,0,0,0,1,2013,1
The Order (2003),8%,38%,0,102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,54,54,53.8,3,1,0,0,1,0,2003,1
Shadow of the Vampire (2000),81%,74%,1,93,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,67,64.5,61.05,2,1,0,0,0,1,2000,1
Vampire Academy2014,17%,55%,0,105,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,51,43,35.6,2,1,0,0,0,1,2014,1
Expelled: No Intelligence Allowed (2008),11%,62%,0,97,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,44,27.5,2,1,1,0,0,0,2008,1
El Cantante2007,25%,62%,0,114,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,25,25,49.75,2,1,0,1,0,0,2007,1
Martian Child2007,33%,72%,0,106,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,71,43,50.85,3,1,0,0,1,0,2007,1
Over Her Dead Body2008,15%,42%,0,95,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,27,27,53.15,3,1,0,0,0,1,2008,1
Nothing Like the Holidays2008,52%,41%,1,98,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,52,52,43.9,1,1,0,0,1,0,2008,1
Cyrus2010,80%,53%,1,91,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,78,78,72.85,2,1,0,1,0,0,2010,1
The Perfect Match,25%,44%,0,95,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,21,32.5,29.4,0,1,1,0,0,0,2016,1
A Good Year2006,26%,65%,0,118,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,59.5,50.5,71.7,3,1,0,0,1,0,2006,1
Doogal (2006),8%,20%,0,79,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8,8,55.9,2,1,0,0,0,1,2006,1
Pollock2000,81%,74%,1,123,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,64,72,57,3,1,0,0,0,1,2000,1
I Know Who Killed Me2007,7%,25%,0,106,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7,7,45.4,1,1,0,1,0,0,2007,1
All The King's Men2006,11%,40%,0,128,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74,74,68.6,3,1,0,0,1,0,2006,1
Let There Be Light,43%,75%,0,100,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27.5,43,35.25,1,1,0,0,1,0,2017,0
American Dreamz (2006),41%,31%,1,108,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,52,52,54.15,3,1,1,0,0,0,2006,1
The Green Inferno,36%,30%,1,101,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,61,61,32.65,1,1,0,0,1,0,2015,1
I Am Not Your Negro,98%,83%,1,93,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79.5,95,65,3,1,0,0,0,1,2017,0
The Hoax (2007),86%,58%,1,115,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,62,87,56.85,3,1,1,0,0,0,2007,1
The Squid and the Whale2005,93%,81%,1,81,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,79,79,57.75,2,1,0,0,1,0,2005,1
Silence,83%,69%,1,161,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,83,74,70.7,3,1,0,0,0,1,2017,1
Crossover2006,2%,58%,0,95,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,13,13,34.8,2,1,0,0,1,0,2006,1
How She Move2008,66%,50%,1,91,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51,66,49.75,2,1,0,0,0,1,2008,1
While We're Young,84%,51%,1,94,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,79,79,54.9,2,1,1,0,0,0,2015,1
Bug (2006),61%,34%,1,102,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,75,80.5,50.75,2,1,0,0,1,0,2006,1
Kissing Jessica Stein2002,84%,65%,1,94,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,80,46.5,56.55,2,1,1,0,0,0,2002,0
An American Carol (2008),11%,45%,0,94,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.5,43.5,25.65,1,1,0,0,1,0,2008,1
Before the Devil Knows You're Dead (2007),88%,71%,1,116,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,80,72,70.15,2,1,0,0,1,0,2007,1
Take Me Home Tonight2011,28%,42%,0,114,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,73,73,44.8,2,1,1,0,0,0,2011,1
Phat Girlz2006,22%,64%,0,99,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,22,22,24.4,2,1,1,0,0,0,2006,1
Trapped2002,18%,48%,0,101,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,46,18,56.05,0,1,0,0,1,0,2002,1
Turistas (Paradise Lost)2006,17%,28%,0,94,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,40,63,38.65,1,1,0,0,0,1,2006,1
Birth of the Dragon,25%,69%,0,91,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,58,69,53.6,1,1,0,1,0,0,2017,1
Shut In,10%,22%,0,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.5,18,49.4,1,1,0,0,1,0,2016,1
The Collection (2012),37%,49%,0,81,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,29,29,42.45,1,1,0,0,1,0,2012,1
Bones2001,21%,39%,0,95,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,38,21,37.35,3,1,0,0,1,0,2001,1
Woman Thou Art Loosed (2004),50%,84%,0,99,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,50,50,49.75,3,1,0,0,1,0,2004,1
Cedar Rapids2011,86%,59%,1,87,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,75,86,58.25,2,1,0,0,0,1,2011,0
The Curse of the Jade Scorpion2001,45%,53%,0,102,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,75,75,60.7,2,1,0,1,0,0,2001,0
Willard (2003),64%,51%,1,100,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,38.5,38.5,53.4,3,1,1,0,0,0,2003,1
Thunderbirds (2004),19%,36%,0,95,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,43.5,19,67.6,3,1,0,1,0,0,2004,1
Running With Scissors (2006),31%,56%,0,122,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,60,60,60.75,3,1,0,0,1,0,2006,1
Oddball and the Penguins (Oddball) (2015),86%,62%,1,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,86,86,76.1,0,0,0,0,0,0,NA,NA
Amour2012,93%,82%,1,127,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72,72,86.2,3,1,0,0,0,1,2012,1
A Separation2011,99%,92%,1,123,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,96,96,91.8,3,1,0,0,0,1,2011,0
The Snowman,8%,18%,0,99,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,83,48,69.5,2,1,0,0,1,0,2017,1
Running Scared (2006),41%,79%,0,119,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,41.5,41.5,41.7,3,1,0,0,0,1,2006,1
Maria Full of Grace (2004),97%,87%,1,101,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,65,65,77.75,3,1,0,1,0,0,2004,0
